#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"Un","KV454301.1",299529,302185,"-",,,"LIPSTDRAFT_65790","ODQ70085.1",849,"hypothetical protein LIPSTDRAFT_65790"
"Un","KV454301.1",302726,304239,"+",,,"LIPSTDRAFT_75090","ODQ70086.1",451,"hypothetical protein LIPSTDRAFT_75090"
"Un","KV454301.1",304545,306949,"+",,,"LIPSTDRAFT_58134","ODQ70087.1",723,"hypothetical protein LIPSTDRAFT_58134"
"Un","KV454301.1",307264,309268,"-",,,"LIPSTDRAFT_174876","ODQ70088.1",631,"hypothetical protein LIPSTDRAFT_174876"
"Un","KV454301.1",309961,311356,"+",,,"LIPSTDRAFT_174997","ODQ70089.1",391,"hypothetical protein LIPSTDRAFT_174997"
"Un","KV454301.1",311745,312116,"-",,,"LIPSTDRAFT_31367","ODQ70090.1",124,"hypothetical protein LIPSTDRAFT_31367, partial"
"Un","KV454301.1",314713,315072,"+",,,"LIPSTDRAFT_174973","ODQ70091.1",119,"hypothetical protein LIPSTDRAFT_174973"
"Un","KV454301.1",315185,316204,"-",,,"LIPSTDRAFT_57826","ODQ70092.1",339,"hypothetical protein LIPSTDRAFT_57826"
"Un","KV454301.1",317028,317867,"-",,,"LIPSTDRAFT_75096","ODQ70093.1",202,"hypothetical protein LIPSTDRAFT_75096"
"Un","KV454301.1",318661,320210,"+",,,"LIPSTDRAFT_107251","ODQ70094.1",496,"hypothetical protein LIPSTDRAFT_107251"
"Un","KV454301.1",320296,320478,"-",,,"LIPSTDRAFT_175073","ODQ70095.1",60,"hypothetical protein LIPSTDRAFT_175073"
"Un","KV454301.1",320607,321678,"-",,,"LIPSTDRAFT_107252","ODQ70096.1",321,"hypothetical protein LIPSTDRAFT_107252"
"Un","KV454301.1",322342,323386,"-",,,"LIPSTDRAFT_6193","ODQ70097.1",331,"hypothetical protein LIPSTDRAFT_6193"
"Un","KV454301.1",324199,327629,"+",,,"LIPSTDRAFT_6194","ODQ70098.1",1106,"hypothetical protein LIPSTDRAFT_6194"
"Un","KV454301.1",330893,331995,"+",,,"LIPSTDRAFT_57889","ODQ70099.1",345,"hypothetical protein LIPSTDRAFT_57889"
"Un","KV454301.1",333428,334405,"+",,,"LIPSTDRAFT_107256","ODQ70100.1",325,"hypothetical protein LIPSTDRAFT_107256"
"Un","KV454301.1",335004,337176,"+",,,"LIPSTDRAFT_6197","ODQ70101.1",666,"hypothetical protein LIPSTDRAFT_6197"
"Un","KV454301.1",337360,337768,"-",,,"LIPSTDRAFT_65806","ODQ70102.1",111,"hypothetical protein LIPSTDRAFT_65806"
"Un","KV454301.1",339259,339891,"-",,,"LIPSTDRAFT_75104","ODQ70103.1",210,"hypothetical protein LIPSTDRAFT_75104"
"Un","KV454301.1",340713,344625,"-",,,"LIPSTDRAFT_99406","ODQ70104.1",1270,"hypothetical protein LIPSTDRAFT_99406"
"Un","KV454301.1",345036,345436,"-",,,"LIPSTDRAFT_175253","ODQ70105.1",111,"hypothetical protein LIPSTDRAFT_175253"
"Un","KV454301.1",346077,347463,"+",,,"LIPSTDRAFT_6201","ODQ70106.1",410,"hypothetical protein LIPSTDRAFT_6201"
"Un","KV454301.1",350422,351528,"+",,,"LIPSTDRAFT_31817","ODQ70107.1",322,"hypothetical protein LIPSTDRAFT_31817, partial"
"Un","KV454301.1",352631,353674,"+",,,"LIPSTDRAFT_175321","ODQ70108.1",329,"hypothetical protein LIPSTDRAFT_175321"
"Un","KV454301.1",353822,355465,"-",,,"LIPSTDRAFT_65812","ODQ70109.1",547,"hypothetical protein LIPSTDRAFT_65812"
"Un","KV454301.1",355925,357899,"+",,,"LIPSTDRAFT_6205","ODQ70110.1",583,"hypothetical protein LIPSTDRAFT_6205"
"Un","KV454301.1",358224,358934,"-",,,"LIPSTDRAFT_175334","ODQ70111.1",236,"hypothetical protein LIPSTDRAFT_175334"
"Un","KV454301.1",359786,360613,"+",,,"LIPSTDRAFT_75111","ODQ70112.1",275,"hypothetical protein LIPSTDRAFT_75111"
"Un","KV454301.1",361300,364831,"-",,,"LIPSTDRAFT_6208","ODQ70113.1",1121,"hypothetical protein LIPSTDRAFT_6208"
"Un","KV454301.1",365225,366301,"+",,,"LIPSTDRAFT_75113","ODQ70114.1",358,"hypothetical protein LIPSTDRAFT_75113"
"Un","KV454301.1",366577,367995,"-",,,"LIPSTDRAFT_57839","ODQ70115.1",455,"hypothetical protein LIPSTDRAFT_57839"
"Un","KV454301.1",369694,372095,"-",,,"LIPSTDRAFT_75116","ODQ70116.1",740,"hypothetical protein LIPSTDRAFT_75116"
"Un","KV454301.1",372689,373752,"-",,,"LIPSTDRAFT_75117","ODQ70117.1",251,"hypothetical protein LIPSTDRAFT_75117"
"Un","KV454301.1",375691,376796,"+",,,"LIPSTDRAFT_175468","ODQ70118.1",349,"hypothetical protein LIPSTDRAFT_175468"
"Un","KV454301.1",377414,378820,"-",,,"LIPSTDRAFT_113540","ODQ70119.1",452,"hypothetical protein LIPSTDRAFT_113540"
"Un","KV454301.1",379342,381283,"+",,,"LIPSTDRAFT_6215","ODQ70120.1",588,"hypothetical protein LIPSTDRAFT_6215"
"Un","KV454301.1",381386,384381,"-",,,"LIPSTDRAFT_99440","ODQ70121.1",937,"hypothetical protein LIPSTDRAFT_99440"
"Un","KV454301.1",385143,388187,"+",,,"LIPSTDRAFT_57858","ODQ70122.1",961,"hypothetical protein LIPSTDRAFT_57858"
"Un","KV454301.1",388411,388893,"-",,,"LIPSTDRAFT_6218","ODQ70123.1",160,"hypothetical protein LIPSTDRAFT_6218"
"Un","KV454301.1",389882,392293,"-",,,"LIPSTDRAFT_75122","ODQ70124.1",803,"hypothetical protein LIPSTDRAFT_75122"
"Un","KV454301.1",393032,393355,"+",,,"LIPSTDRAFT_6220","ODQ70125.1",108,"hypothetical protein LIPSTDRAFT_6220, partial"
"Un","KV454301.1",395919,396104,"-",,,"LIPSTDRAFT_75123","ODQ70126.1",61,"hypothetical protein LIPSTDRAFT_75123"
"Un","KV454301.1",396760,398518,"-",,,"LIPSTDRAFT_65827","ODQ70127.1",568,"hypothetical protein LIPSTDRAFT_65827"
"Un","KV454301.1",399762,401141,"+",,,"LIPSTDRAFT_6222","ODQ70128.1",459,"hypothetical protein LIPSTDRAFT_6222"
"Un","KV454301.1",401585,402109,"-",,,"LIPSTDRAFT_6223","ODQ70129.1",150,"hypothetical protein LIPSTDRAFT_6223"
"Un","KV454301.1",402610,408333,"-",,"FAS2.1","LIPSTDRAFT_6224","ODQ70130.1",1855,"3-oxoacyl-reductase"
"Un","KV454301.1",409675,416130,"+",,,"LIPSTDRAFT_6225","ODQ70131.1",2082,"hypothetical protein LIPSTDRAFT_6225"
"Un","KV454301.1",416391,417401,"-",,,"LIPSTDRAFT_65832","ODQ70132.1",336,"hypothetical protein LIPSTDRAFT_65832"
"Un","KV454301.1",417872,420038,"+",,,"LIPSTDRAFT_6227","ODQ70133.1",703,"hypothetical protein LIPSTDRAFT_6227"
"Un","KV454301.1",420333,420926,"-",,,"LIPSTDRAFT_6228","ODQ70134.1",157,"hypothetical protein LIPSTDRAFT_6228"
"Un","KV454301.1",421942,423574,"+",,,"LIPSTDRAFT_333987","ODQ70135.1",423,"hypothetical protein LIPSTDRAFT_333987"
"Un","KV454301.1",424578,426352,"+",,,"LIPSTDRAFT_6230","ODQ70136.1",547,"hypothetical protein LIPSTDRAFT_6230"
"Un","KV454301.1",427386,429264,"-",,,"LIPSTDRAFT_6231","ODQ70137.1",555,"hypothetical protein LIPSTDRAFT_6231"
"Un","KV454301.1",429900,431982,"-",,,"LIPSTDRAFT_75137","ODQ70138.1",645,"hypothetical protein LIPSTDRAFT_75137"
"Un","KV454301.1",432551,434355,"+",,,"LIPSTDRAFT_75138","ODQ70139.1",570,"hypothetical protein LIPSTDRAFT_75138"
"Un","KV454301.1",435214,436758,"+",,,"LIPSTDRAFT_57798","ODQ70140.1",497,"hypothetical protein LIPSTDRAFT_57798"
"Un","KV454301.1",436826,437337,"-",,,"LIPSTDRAFT_175926","ODQ70141.1",153,"hypothetical protein LIPSTDRAFT_175926"
"Un","KV454301.1",438029,439432,"-",,,"LIPSTDRAFT_175925","ODQ70142.1",450,"hypothetical protein LIPSTDRAFT_175925"
"Un","KV454301.1",440798,441295,"+",,,"LIPSTDRAFT_107295","ODQ70143.1",165,"hypothetical protein LIPSTDRAFT_107295"
"Un","KV454301.1",444398,444571,"+",,,"LIPSTDRAFT_175950","ODQ70144.1",57,"hypothetical protein LIPSTDRAFT_175950"
"Un","KV454301.1",447764,448207,"-",,,"LIPSTDRAFT_175960","ODQ70145.1",147,"hypothetical protein LIPSTDRAFT_175960"
"Un","KV454301.1",449350,449967,"+",,,"LIPSTDRAFT_6236","ODQ70146.1",149,"hypothetical protein LIPSTDRAFT_6236"
"Un","KV454301.1",455506,456872,"+",,,"LIPSTDRAFT_6237","ODQ70147.1",437,"hypothetical protein LIPSTDRAFT_6237"
"Un","KV454301.1",457510,458661,"-",,,"LIPSTDRAFT_38958","ODQ70148.1",344,"hypothetical protein LIPSTDRAFT_38958, partial"
"Un","KV454301.1",459509,460348,"-",,,"LIPSTDRAFT_42233","ODQ70149.1",280,"hypothetical protein LIPSTDRAFT_42233, partial"
"Un","KV454301.1",461089,476691,"+",,,"LIPSTDRAFT_75148","ODQ70150.1",4962,"hypothetical protein LIPSTDRAFT_75148"
"Un","KV454301.1",477138,478328,"+",,,"LIPSTDRAFT_176092","ODQ70151.1",396,"hypothetical protein LIPSTDRAFT_176092"
"Un","KV454301.1",478670,480651,"-",,,"LIPSTDRAFT_107301","ODQ70152.1",644,"hypothetical protein LIPSTDRAFT_107301"
"Un","KV454301.1",481171,484550,"+",,,"LIPSTDRAFT_6243","ODQ70153.1",926,"hypothetical protein LIPSTDRAFT_6243"
"Un","KV454301.1",484599,485562,"-",,,"LIPSTDRAFT_99482","ODQ70154.1",245,"hypothetical protein LIPSTDRAFT_99482"
"Un","KV454301.1",486246,487052,"-",,,"LIPSTDRAFT_75152","ODQ70155.1",268,"hypothetical protein LIPSTDRAFT_75152"
"Un","KV454301.1",487952,488260,"-",,,"LIPSTDRAFT_176213","ODQ70156.1",102,"hypothetical protein LIPSTDRAFT_176213"
"Un","KV454301.1",489193,492499,"+",,,"LIPSTDRAFT_176233","ODQ70157.1",1040,"hypothetical protein LIPSTDRAFT_176233"
"Un","KV454301.1",492769,493500,"-",,,"LIPSTDRAFT_58042","ODQ70158.1",209,"hypothetical protein LIPSTDRAFT_58042"
"Un","KV454301.1",493941,496041,"-",,,"LIPSTDRAFT_6247","ODQ70159.1",661,"hypothetical protein LIPSTDRAFT_6247"
"Un","KV454301.1",497050,498197,"-",,,"LIPSTDRAFT_75155","ODQ70160.1",327,"hypothetical protein LIPSTDRAFT_75155"
"Un","KV454301.1",500242,502146,"+",,,"LIPSTDRAFT_6249","ODQ70161.1",599,"hypothetical protein LIPSTDRAFT_6249"
"Un","KV454301.1",502911,503384,"+",,,"LIPSTDRAFT_107309","ODQ70162.1",130,"hypothetical protein LIPSTDRAFT_107309"
"Un","KV454301.1",504280,505355,"-",,,"LIPSTDRAFT_6251","ODQ70163.1",320,"hypothetical protein LIPSTDRAFT_6251"
"Un","KV454301.1",509283,510991,"+",,,"LIPSTDRAFT_75160","ODQ70164.1",457,"hypothetical protein LIPSTDRAFT_75160"
"Un","KV454301.1",511284,511896,"+",,,"LIPSTDRAFT_6253","ODQ70165.1",135,"hypothetical protein LIPSTDRAFT_6253"
"Un","KV454301.1",512343,513308,"+",,,"LIPSTDRAFT_176498","ODQ70166.1",321,"hypothetical protein LIPSTDRAFT_176498"
"Un","KV454301.1",513735,515566,"-",,,"LIPSTDRAFT_75163","ODQ70167.1",510,"hypothetical protein LIPSTDRAFT_75163"
"Un","KV454301.1",516841,523355,"-",,,"LIPSTDRAFT_75166","ODQ70168.1",2137,"hypothetical protein LIPSTDRAFT_75166"
"Un","KV454301.1",523888,524541,"-",,,"LIPSTDRAFT_176564","ODQ70169.1",200,"hypothetical protein LIPSTDRAFT_176564"
"Un","KV454301.1",525169,528613,"+",,,"LIPSTDRAFT_6258","ODQ70170.1",1097,"hypothetical protein LIPSTDRAFT_6258"
"Un","KV454301.1",529092,530991,"+",,,"LIPSTDRAFT_6259","ODQ70171.1",615,"hypothetical protein LIPSTDRAFT_6259"
"Un","KV454301.1",532034,533446,"+",,,"LIPSTDRAFT_75169","ODQ70172.1",424,"hypothetical protein LIPSTDRAFT_75169"
"Un","KV454301.1",533697,535281,"-",,,"LIPSTDRAFT_176607","ODQ70173.1",510,"hypothetical protein LIPSTDRAFT_176607"
"Un","KV454301.1",535718,537439,"-",,,"LIPSTDRAFT_6262","ODQ70174.1",514,"hypothetical protein LIPSTDRAFT_6262"
"Un","KV454301.1",539073,540501,"+",,,"LIPSTDRAFT_176686","ODQ70175.1",454,"hypothetical protein LIPSTDRAFT_176686"
"Un","KV454301.1",541397,542829,"+",,,"LIPSTDRAFT_58099","ODQ70176.1",460,"hypothetical protein LIPSTDRAFT_58099"
"Un","KV454301.1",543284,543844,"-",,,"LIPSTDRAFT_176635","ODQ70177.1",125,"hypothetical protein LIPSTDRAFT_176635"
"Un","KV454301.1",544802,545743,"-",,,"LIPSTDRAFT_75174","ODQ70178.1",313,"hypothetical protein LIPSTDRAFT_75174"
"Un","KV454301.1",548801,550682,"+",,,"LIPSTDRAFT_6267","ODQ70179.1",564,"hypothetical protein LIPSTDRAFT_6267"
"Un","KV454301.1",550944,552212,"+",,,"LIPSTDRAFT_176938","ODQ70180.1",422,"hypothetical protein LIPSTDRAFT_176938"
"Un","KV454301.1",552694,555080,"-",,,"LIPSTDRAFT_6269","ODQ70181.1",702,"hypothetical protein LIPSTDRAFT_6269"
"Un","KV454301.1",556145,558284,"-",,,"LIPSTDRAFT_75188","ODQ70182.1",640,"hypothetical protein LIPSTDRAFT_75188"
"Un","KV454301.1",558566,559183,"+",,,"LIPSTDRAFT_107333","ODQ70183.1",186,"hypothetical protein LIPSTDRAFT_107333"
"Un","KV454301.1",559231,560714,"-",,,"LIPSTDRAFT_6272","ODQ70184.1",413,"hypothetical protein LIPSTDRAFT_6272"
"Un","KV454301.1",561061,563502,"+",,,"LIPSTDRAFT_176983","ODQ70185.1",775,"hypothetical protein LIPSTDRAFT_176983"
"Un","KV454301.1",565101,568496,"+",,,"LIPSTDRAFT_6274","ODQ70186.1",1115,"hypothetical protein LIPSTDRAFT_6274"
"Un","KV454301.1",570976,571485,"-",,,"LIPSTDRAFT_177028","ODQ70187.1",169,"hypothetical protein LIPSTDRAFT_177028"
"Un","KV454301.1",572448,578615,"+",,,"LIPSTDRAFT_6276","ODQ70188.1",1984,"hypothetical protein LIPSTDRAFT_6276"
"Un","KV454301.1",578758,579735,"-",,,"LIPSTDRAFT_177066","ODQ70189.1",325,"hypothetical protein LIPSTDRAFT_177066"
"Un","KV454301.1",581515,583509,"+",,,"LIPSTDRAFT_107340","ODQ70190.1",664,"hypothetical protein LIPSTDRAFT_107340"
"Un","KV454301.1",583745,584530,"-",,,"LIPSTDRAFT_177062","ODQ70191.1",261,"hypothetical protein LIPSTDRAFT_177062"
"Un","KV454301.1",584993,585436,"+",,,"LIPSTDRAFT_6280","ODQ70192.1",147,"hypothetical protein LIPSTDRAFT_6280"
"Un","KV454301.1",587305,589868,"+",,,"LIPSTDRAFT_75204","ODQ70193.1",759,"hypothetical protein LIPSTDRAFT_75204"
"Un","KV454301.1",590768,591790,"+",,,"LIPSTDRAFT_58111","ODQ70194.1",340,"hypothetical protein LIPSTDRAFT_58111"
"Un","KV454301.1",592358,594706,"+",,,"LIPSTDRAFT_107342","ODQ70195.1",782,"hypothetical protein LIPSTDRAFT_107342"
"Un","KV454301.1",595059,595493,"-",,,"LIPSTDRAFT_6284","ODQ70196.1",104,"hypothetical protein LIPSTDRAFT_6284"
"Un","KV454301.1",595823,599247,"-",,,"LIPSTDRAFT_120144","ODQ70197.1",1124,"hypothetical protein LIPSTDRAFT_120144"
"Un","KV454301.1",599784,602437,"-",,,"LIPSTDRAFT_6286","ODQ70198.1",830,"hypothetical protein LIPSTDRAFT_6286"
"Un","KV454301.1",603276,606071,"-",,,"LIPSTDRAFT_6287","ODQ70199.1",822,"hypothetical protein LIPSTDRAFT_6287"
"Un","KV454301.1",606933,607208,"-",,,"LIPSTDRAFT_107346","ODQ70200.1",91,"hypothetical protein LIPSTDRAFT_107346"
"Un","KV454301.1",608514,610122,"+",,,"LIPSTDRAFT_75215","ODQ70201.1",486,"hypothetical protein LIPSTDRAFT_75215"
"Un","KV454301.1",610569,612462,"-",,,"LIPSTDRAFT_177249","ODQ70202.1",579,"hypothetical protein LIPSTDRAFT_177249"
"Un","KV454301.1",612718,614016,"-",,,"LIPSTDRAFT_75219","ODQ70203.1",432,"hypothetical protein LIPSTDRAFT_75219"
"Un","KV454301.1",615100,616826,"+",,,"LIPSTDRAFT_75221","ODQ70204.1",541,"hypothetical protein LIPSTDRAFT_75221"
"Un","KV454301.1",616977,617666,"-",,,"LIPSTDRAFT_113604","ODQ70205.1",229,"hypothetical protein LIPSTDRAFT_113604"
"Un","KV454301.1",624413,624781,"-",,,"LIPSTDRAFT_107351","ODQ70206.1",122,"hypothetical protein LIPSTDRAFT_107351"
"Un","KV454301.1",626921,628768,"+",,,"LIPSTDRAFT_75225","ODQ70207.1",615,"hypothetical protein LIPSTDRAFT_75225"
"Un","KV454301.1",629604,630704,"-",,,"LIPSTDRAFT_177380","ODQ70208.1",366,"hypothetical protein LIPSTDRAFT_177380"
"Un","KV454301.1",633978,635333,"+",,,"LIPSTDRAFT_38348","ODQ70209.1",452,"hypothetical protein LIPSTDRAFT_38348, partial"
"Un","KV454301.1",637564,638697,"-",,,"LIPSTDRAFT_107355","ODQ70210.1",289,"hypothetical protein LIPSTDRAFT_107355"
"Un","KV454301.1",640406,641713,"+",,,"LIPSTDRAFT_177423","ODQ70211.1",311,"hypothetical protein LIPSTDRAFT_177423"
"Un","KV454301.1",643566,644679,"-",,,"LIPSTDRAFT_177512","ODQ70212.1",352,"hypothetical protein LIPSTDRAFT_177512"
"Un","KV454301.1",645184,645647,"-",,,"LIPSTDRAFT_65901","ODQ70213.1",129,"hypothetical protein LIPSTDRAFT_65901"
"Un","KV454301.1",645818,646949,"-",,,"LIPSTDRAFT_107358","ODQ70214.1",359,"hypothetical protein LIPSTDRAFT_107358"
"Un","KV454301.1",648384,650468,"+",,,"LIPSTDRAFT_75233","ODQ70215.1",694,"hypothetical protein LIPSTDRAFT_75233"
"Un","KV454301.1",651873,653403,"+",,,"LIPSTDRAFT_6302","ODQ70216.1",491,"hypothetical protein LIPSTDRAFT_6302"
"Un","KV454301.1",654304,655469,"-",,,"LIPSTDRAFT_6303","ODQ70217.1",366,"hypothetical protein LIPSTDRAFT_6303"
"Un","KV454301.1",656156,656311,"-",,,"LIPSTDRAFT_75237","ODQ70218.1",51,"hypothetical protein LIPSTDRAFT_75237"
"Un","KV454301.1",658768,659824,"+",,,"LIPSTDRAFT_87374","ODQ70219.1",331,"hypothetical protein LIPSTDRAFT_87374"
"Un","KV454301.1",660273,661093,"-",,,"LIPSTDRAFT_6306","ODQ70220.1",253,"hypothetical protein LIPSTDRAFT_6306"
"Un","KV454301.1",663891,664939,"-",,,"LIPSTDRAFT_75240","ODQ70221.1",320,"hypothetical protein LIPSTDRAFT_75240"
"Un","KV454301.1",666022,667745,"-",,,"LIPSTDRAFT_57972","ODQ70222.1",552,"hypothetical protein LIPSTDRAFT_57972"
"Un","KV454301.1",669812,673455,"+",,,"LIPSTDRAFT_99610","ODQ70223.1",347,"hypothetical protein LIPSTDRAFT_99610"
"Un","KV454301.1",674094,674348,"+",,,"LIPSTDRAFT_107368","ODQ70224.1",84,"hypothetical protein LIPSTDRAFT_107368"
"Un","KV454301.1",674713,675753,"+",,,"LIPSTDRAFT_58067","ODQ70225.1",346,"hypothetical protein LIPSTDRAFT_58067"
"Un","KV454301.1",676023,677222,"-",,,"LIPSTDRAFT_58054","ODQ70226.1",313,"hypothetical protein LIPSTDRAFT_58054"
"Un","KV454301.1",677518,678409,"+",,,"LIPSTDRAFT_6312","ODQ70227.1",237,"hypothetical protein LIPSTDRAFT_6312"
"Un","KV454301.1",678466,679594,"-",,,"LIPSTDRAFT_6313","ODQ70228.1",324,"hypothetical protein LIPSTDRAFT_6313"
"Un","KV454301.1",680037,680723,"+",,,"LIPSTDRAFT_6314","ODQ70229.1",228,"hypothetical protein LIPSTDRAFT_6314"
"Un","KV454301.1",681139,681675,"+",,,"LIPSTDRAFT_107373","ODQ70230.1",178,"hypothetical protein LIPSTDRAFT_107373"
"Un","KV454301.1",686306,686659,"-",,,"LIPSTDRAFT_177729","ODQ70231.1",117,"hypothetical protein LIPSTDRAFT_177729"
"Un","KV454301.1",687007,688086,"+",,,"LIPSTDRAFT_6318","ODQ70232.1",115,"hypothetical protein LIPSTDRAFT_6318"
"Un","KV454301.1",688520,689813,"-",,,"LIPSTDRAFT_6319","ODQ70233.1",412,"hypothetical protein LIPSTDRAFT_6319"
"Un","KV454301.1",690367,691640,"-",,,"LIPSTDRAFT_65917","ODQ70234.1",343,"hypothetical protein LIPSTDRAFT_65917"
"Un","KV454301.1",692529,692708,"+",,,"LIPSTDRAFT_75255","ODQ70235.1",59,"hypothetical protein LIPSTDRAFT_75255"
"Un","KV454301.1",693358,693849,"-",,,"LIPSTDRAFT_107377","ODQ70236.1",145,"hypothetical protein LIPSTDRAFT_107377"
"Un","KV454301.1",694272,695885,"-",,,"LIPSTDRAFT_6321","ODQ70237.1",485,"hypothetical protein LIPSTDRAFT_6321"
"Un","KV454301.1",696467,697399,"+",,,"LIPSTDRAFT_75258","ODQ70238.1",310,"hypothetical protein LIPSTDRAFT_75258"
"Un","KV454301.1",699199,699732,"-",,,"LIPSTDRAFT_178232","ODQ70239.1",177,"hypothetical protein LIPSTDRAFT_178232"
"Un","KV454301.1",701834,703657,"-",,,"LIPSTDRAFT_65921","ODQ70240.1",494,"hypothetical protein LIPSTDRAFT_65921"
"Un","KV454301.1",704954,707604,"+",,,"LIPSTDRAFT_58206","ODQ70241.1",845,"hypothetical protein LIPSTDRAFT_58206"
"Un","KV454301.1",708000,710798,"-",,,"LIPSTDRAFT_6326","ODQ70242.1",898,"hypothetical protein LIPSTDRAFT_6326"
"Un","KV454301.1",711167,713071,"+",,,"LIPSTDRAFT_6327","ODQ70243.1",616,"hypothetical protein LIPSTDRAFT_6327"
"Un","KV454301.1",713674,714899,"-",,,"LIPSTDRAFT_178317","ODQ70244.1",319,"hypothetical protein LIPSTDRAFT_178317"
"Un","KV454301.1",717701,718364,"-",,,"LIPSTDRAFT_6329","ODQ70245.1",204,"hypothetical protein LIPSTDRAFT_6329"
"Un","KV454301.1",719019,720297,"-",,,"LIPSTDRAFT_75269","ODQ70246.1",393,"hypothetical protein LIPSTDRAFT_75269"
"Un","KV454301.1",720464,720982,"+",,,"LIPSTDRAFT_75271","ODQ70247.1",172,"hypothetical protein LIPSTDRAFT_75271"
"Un","KV454301.1",721555,722214,"-",,,"LIPSTDRAFT_107391","ODQ70248.1",184,"hypothetical protein LIPSTDRAFT_107391"
"Un","KV454301.1",722539,725191,"+",,,"LIPSTDRAFT_75273","ODQ70249.1",751,"hypothetical protein LIPSTDRAFT_75273"
"Un","KV454301.1",725981,728356,"-",,,"LIPSTDRAFT_87420","ODQ70250.1",791,"hypothetical protein LIPSTDRAFT_87420"
"Un","KV454301.1",730369,730533,"+",,,"LIPSTDRAFT_178531","ODQ70251.1",54,"hypothetical protein LIPSTDRAFT_178531"
"Un","KV454301.1",731392,731586,"-",,,"LIPSTDRAFT_107393","ODQ70252.1",64,"hypothetical protein LIPSTDRAFT_107393"
"Un","KV454301.1",732040,732681,"+",,,"LIPSTDRAFT_75275","ODQ70253.1",213,"hypothetical protein LIPSTDRAFT_75275"
"Un","KV454301.1",733201,734181,"+",,,"LIPSTDRAFT_75276","ODQ70254.1",326,"hypothetical protein LIPSTDRAFT_75276"
"Un","KV454301.1",735748,736086,"+",,,"LIPSTDRAFT_36148","ODQ70255.1",113,"hypothetical protein LIPSTDRAFT_36148, partial"
"Un","KV454301.1",736450,736676,"-",,,"LIPSTDRAFT_6338","ODQ70256.1",57,"hypothetical protein LIPSTDRAFT_6338"
"Un","KV454301.1",737607,738119,"+",,,"LIPSTDRAFT_6339","ODQ70257.1",170,"hypothetical protein LIPSTDRAFT_6339"
"Un","KV454301.1",741952,742509,"-",,,"LIPSTDRAFT_120196","ODQ70258.1",167,"hypothetical protein LIPSTDRAFT_120196"
"Un","KV454301.1",749614,749871,"+",,,"LIPSTDRAFT_75285","ODQ70259.1",85,"hypothetical protein LIPSTDRAFT_75285"
"Un","KV454301.1",751729,753787,"-",,,"LIPSTDRAFT_30207","ODQ70260.1",196,"hypothetical protein LIPSTDRAFT_30207"
"Un","KV454301.1",754700,755254,"-",,,"LIPSTDRAFT_6344","ODQ70261.1",184,"hypothetical protein LIPSTDRAFT_6344"
"Un","KV454301.1",757091,757780,"-",,,"LIPSTDRAFT_65937","ODQ70262.1",172,"hypothetical protein LIPSTDRAFT_65937"
"Un","KV454301.1",759545,761233,"-",,,"LIPSTDRAFT_178745","ODQ70263.1",562,"hypothetical protein LIPSTDRAFT_178745"
"Un","KV454301.1",762202,762906,"+",,,"LIPSTDRAFT_75299","ODQ70264.1",234,"hypothetical protein LIPSTDRAFT_75299"
"Un","KV454301.1",764015,765544,"+",,,"LIPSTDRAFT_75300","ODQ70265.1",509,"hypothetical protein LIPSTDRAFT_75300"
"Un","KV454301.1",766840,768170,"-",,,"LIPSTDRAFT_107404","ODQ70266.1",384,"hypothetical protein LIPSTDRAFT_107404"
"Un","KV454301.1",769127,769444,"+",,,"LIPSTDRAFT_178775","ODQ70267.1",105,"hypothetical protein LIPSTDRAFT_178775"
"Un","KV454301.1",769713,770084,"-",,,"LIPSTDRAFT_178817","ODQ70268.1",123,"hypothetical protein LIPSTDRAFT_178817"
"Un","KV454301.1",771723,774355,"-",,,"LIPSTDRAFT_99658","ODQ70269.1",727,"hypothetical protein LIPSTDRAFT_99658"
"Un","KV454301.1",775492,775707,"+",,,"LIPSTDRAFT_75306","ODQ70270.1",71,"hypothetical protein LIPSTDRAFT_75306"
"Un","KV454301.1",776303,776696,"+",,,"LIPSTDRAFT_65943","ODQ70271.1",112,"hypothetical protein LIPSTDRAFT_65943"
"Un","KV454301.1",779358,779614,"-",,,"LIPSTDRAFT_6352","ODQ70272.1",66,"hypothetical protein LIPSTDRAFT_6352"
"Un","KV454301.1",784412,784585,"-",,,"LIPSTDRAFT_75309","ODQ70273.1",58,"hypothetical protein LIPSTDRAFT_75309, partial"
"Un","KV454301.1",786753,787480,"+",,,"LIPSTDRAFT_75310","ODQ70274.1",167,"hypothetical protein LIPSTDRAFT_75310"
"Un","KV454302.1",3428,3740,"+",,,"LIPSTDRAFT_75312","ODQ69678.1",83,"hypothetical protein LIPSTDRAFT_75312"
"Un","KV454302.1",4916,6128,"+",,,"LIPSTDRAFT_6355","ODQ69679.1",384,"hypothetical protein LIPSTDRAFT_6355"
"Un","KV454302.1",10928,11251,"-",,,"LIPSTDRAFT_334093","ODQ69680.1",107,"hypothetical protein LIPSTDRAFT_334093, partial"
"Un","KV454302.1",12348,13260,"+",,,"LIPSTDRAFT_6356","ODQ69681.1",283,"hypothetical protein LIPSTDRAFT_6356"
"Un","KV454302.1",13338,13547,"+",,,"LIPSTDRAFT_75314","ODQ69682.1",69,"hypothetical protein LIPSTDRAFT_75314"
